rank,player_name,pokemon_name,teratypes,nature
541,Deniz Mimaroglu [DE],Zamazenta,Dragon,Dauntless Shield
541,Deniz Mimaroglu [DE],urshifu-rapid-strike,Water,Unseen Fist
541,Deniz Mimaroglu [DE],Flutter-Mane,Grass,Protosynthesis
541,Deniz Mimaroglu [DE],Chien-Pao,Ghost,Sword of Ruin
541,Deniz Mimaroglu [DE],Entei,Normal,Inner Focus
542,YUTA OKADA [JP],Farigiraf,Water,Armor Tail
542,YUTA OKADA [JP],Miraidon,Fairy,Hadron Engine
542,YUTA OKADA [JP],ogerpon-hearthflame-mask,Fire,Mold Breaker
542,YUTA OKADA [JP],Iron-Hands,Grass,Quark Drive
542,YUTA OKADA [JP],urshifu-single-strike,Dark,Unseen Fist
542,YUTA OKADA [JP],Whimsicott,Fire,Prankster
543,>TABLE 201 Nicholas> Borghi [US],urshifu-rapid-strike,Stellar,Unseen Fist
543,>TABLE 201 Nicholas> Borghi [US],Grimmsnarl,Ghost,Prankster
543,>TABLE 201 Nicholas> Borghi [US],Raging-Bolt,Electric,Protosynthesis
543,>TABLE 201 Nicholas> Borghi [US],Rillaboom,Water,Grassy Surge
543,>TABLE 201 Nicholas> Borghi [US],calyrex-ice,Fire,As One
543,>TABLE 201 Nicholas> Borghi [US],Gholdengo,Normal,Good as Gold
544,Daniel Marcelo Reyes [US],urshifu-single-strike,Dark,Unseen Fist
544,Daniel Marcelo Reyes [US],Whimsicott,Dark,Prankster
544,Daniel Marcelo Reyes [US],Farigiraf,Fire,Armor Tail
544,Daniel Marcelo Reyes [US],Miraidon,Fairy,Hadron Engine
544,Daniel Marcelo Reyes [US],ogerpon-hearthflame-mask,Fire,Mold Breaker
544,Daniel Marcelo Reyes [US],Iron-Hands,Grass,Quark Drive
545,Jamie Kean [UK],Grimmsnarl,Ghost,Prankster
545,Jamie Kean [UK],Raging-Bolt,Electric,Protosynthesis
545,Jamie Kean [UK],Ditto,Ghost,Imposter
545,Jamie Kean [UK],Rillaboom,Fire,Grassy Surge
545,Jamie Kean [UK],Chi-Yu,Ghost,Beads of Ruin
545,Jamie Kean [UK],Koraidon,Fire,Orichalcum Pulse
546,Ignacio Sepulveda [CL],calyrex-shadow,Fairy,As One
546,Ignacio Sepulveda [CL],Clefairy,Grass,Friend Guard
546,Ignacio Sepulveda [CL],urshifu-rapid-strike,Stellar,Unseen Fist
546,Ignacio Sepulveda [CL],tornadus-incarnate,Dark,Prankster
546,Ignacio Sepulveda [CL],Incineroar,Ghost,Intimidate
546,Ignacio Sepulveda [CL],Rillaboom,Fire,Grassy Surge
547,Elias Truyens [BE],Rillaboom,Grass,Grassy Surge
547,Elias Truyens [BE],Chien-Pao,Ghost,Sword of Ruin
547,Elias Truyens [BE],Gholdengo,Normal,Good as Gold
547,Elias Truyens [BE],Raging-Bolt,Fairy,Protosynthesis
547,Elias Truyens [BE],Pelipper,Grass,Drizzle
547,Elias Truyens [BE],Zamazenta,Grass,Dauntless Shield
548,Jake Zaffira [AU],Chien-Pao,Stellar,Sword of Ruin
548,Jake Zaffira [AU],Zamazenta,Dragon,Dauntless Shield
548,Jake Zaffira [AU],Entei,Normal,Inner Focus
548,Jake Zaffira [AU],Rillaboom,Grass,Grassy Surge
548,Jake Zaffira [AU],urshifu-rapid-strike,Water,Unseen Fist
548,Jake Zaffira [AU],Flutter-Mane,Grass,Protosynthesis
549,Alban Badin [FR],Clefairy,Grass,Friend Guard
549,Alban Badin [FR],calyrex-shadow,Fairy,As One
549,Alban Badin [FR],Roaring-Moon,Flying,Protosynthesis
549,Alban Badin [FR],Incineroar,Water,Intimidate
549,Alban Badin [FR],Rillaboom,Fire,Grassy Surge
549,Alban Badin [FR],urshifu-rapid-strike,Stellar,Unseen Fist
550,Ben Madigan [AU],ogerpon-hearthflame-mask,Fire,Mold Breaker
550,Ben Madigan [AU],calyrex-shadow,Dark,As One
550,Ben Madigan [AU],urshifu-rapid-strike,Stellar,Unseen Fist
550,Ben Madigan [AU],indeedee-female,Fairy,Psychic Surge
550,Ben Madigan [AU],Rillaboom,Water,Grassy Surge
550,Ben Madigan [AU],Incineroar,Ghost,Intimidate
551,Waleed helmy [US],calyrex-ice,Water,As One
551,Waleed helmy [US],Rillaboom,Normal,Grassy Surge
551,Waleed helmy [US],Farigiraf,Fairy,Armor Tail
551,Waleed helmy [US],urshifu-rapid-strike,Water,Unseen Fist
551,Waleed helmy [US],Incineroar,Fairy,Intimidate
551,Waleed helmy [US],Raging-Bolt,Electric,Protosynthesis
552,Garrett Wilson [US],Farigiraf,Dragon,Armor Tail
552,Garrett Wilson [US],Iron-Hands,Water,Quark Drive
552,Garrett Wilson [US],Miraidon,Fairy,Hadron Engine
552,Garrett Wilson [US],Whimsicott,Water,Prankster
552,Garrett Wilson [US],ogerpon-hearthflame-mask,Fire,Mold Breaker
552,Garrett Wilson [US],ursaluna-bloodmoon,Normal,Mind’s Eye
553,James Katsaros [AU],urshifu-rapid-strike,Ghost,Unseen Fist
553,James Katsaros [AU],Amoonguss,Steel,Regenerator
553,James Katsaros [AU],Incineroar,Ghost,Intimidate
553,James Katsaros [AU],Roaring-Moon,Flying,Protosynthesis
553,James Katsaros [AU],Kyogre,Grass,Drizzle
553,James Katsaros [AU],Rillaboom,Fire,Grassy Surge
554,José Roberto Saguer [SV],Raging-Bolt,Electric,Protosynthesis
554,José Roberto Saguer [SV],Ursaluna,Fairy,Guts
554,José Roberto Saguer [SV],Farigiraf,Grass,Armor Tail
554,José Roberto Saguer [SV],Flutter-Mane,Fairy,Protosynthesis
554,José Roberto Saguer [SV],Koraidon,Fire,Orichalcum Pulse
554,José Roberto Saguer [SV],ogerpon-cornerstone-mask,Rock,Sturdy
555,Matt Tidd [CA],Zamazenta,Grass,Dauntless Shield
555,Matt Tidd [CA],Ursaluna,Ghost,Guts
555,Matt Tidd [CA],Incineroar,Ghost,Intimidate
555,Matt Tidd [CA],Walking-Wake,Fire,Protosynthesis
555,Matt Tidd [CA],sinistcha,Normal,Heatproof
555,Matt Tidd [CA],Flutter-Mane,Fairy,Protosynthesis
556,Brandon Tuchtenhagen [US],Rillaboom,Fire,Grassy Surge
556,Brandon Tuchtenhagen [US],Mienshao,Ghost,Inner Focus
556,Brandon Tuchtenhagen [US],Raging-Bolt,Fairy,Protosynthesis
556,Brandon Tuchtenhagen [US],Incineroar,Water,Intimidate
556,Brandon Tuchtenhagen [US],Clefairy,Grass,Friend Guard
556,Brandon Tuchtenhagen [US],calyrex-shadow,Dark,As One
557,Aditya Subramanian [US],Iron-Hands,Grass,Quark Drive
557,Aditya Subramanian [US],urshifu-rapid-strike,Water,Unseen Fist
557,Aditya Subramanian [US],Farigiraf,Grass,Armor Tail
557,Aditya Subramanian [US],calyrex-ice,Fire,As One
557,Aditya Subramanian [US],ursaluna-bloodmoon,Normal,Mind’s Eye
557,Aditya Subramanian [US],Amoonguss,Fairy,Regenerator
558,Simon Van der Borght [BE],ogerpon-cornerstone-mask,Rock,Sturdy
558,Simon Van der Borght [BE],Koraidon,Fire,Orichalcum Pulse
558,Simon Van der Borght [BE],Flutter-Mane,Fairy,Protosynthesis
558,Simon Van der Borght [BE],Raging-Bolt,Electric,Protosynthesis
558,Simon Van der Borght [BE],Ditto,Ghost,Imposter
558,Simon Van der Borght [BE],Chi-Yu,Water,Beads of Ruin
559,Marcos Perez [US],Wo-Chien,Poison,Tablets of Ruin
559,Marcos Perez [US],urshifu-rapid-strike,Water,Unseen Fist
559,Marcos Perez [US],Incineroar,Ghost,Intimidate
559,Marcos Perez [US],tornadus-incarnate,Dark,Prankster
559,Marcos Perez [US],Raging-Bolt,Electric,Protosynthesis
559,Marcos Perez [US],Kyogre,Grass,Drizzle
560,Omar Acuña Acevedo [CL],calyrex-shadow,Dark,As One
560,Omar Acuña Acevedo [CL],ogerpon-cornerstone-mask,Rock,Sturdy
560,Omar Acuña Acevedo [CL],Mienshao,Fighting,Inner Focus
560,Omar Acuña Acevedo [CL],Clefairy,Fire,Friend Guard
560,Omar Acuña Acevedo [CL],Rillaboom,Fire,Grassy Surge
560,Omar Acuña Acevedo [CL],tornadus-incarnate,Dark,Prankster
561,Dylan Matthews [US],basculegion-male,Grass,Swift Swim
561,Dylan Matthews [US],landorus-incarnate,Ghost,Sheer Force
561,Dylan Matthews [US],tornadus-incarnate,Dark,Prankster
561,Dylan Matthews [US],Tsareena,Ice,Queenly Majesty
561,Dylan Matthews [US],urshifu-rapid-strike,Grass,Unseen Fist
561,Dylan Matthews [US],Kyogre,Grass,Drizzle
562,裕介 鈴木 [JP],Dondozo,Grass,Unaware
562,裕介 鈴木 [JP],calyrex-shadow,Water,As One
562,裕介 鈴木 [JP],weezing-galar,Dark,Neutralizing Gas
562,裕介 鈴木 [JP],tatsugiri-curly,Normal,Commander
562,裕介 鈴木 [JP],Chi-Yu,Ghost,Beads of Ruin
562,裕介 鈴木 [JP],Regigigas,Ghost,Slow Start
563,Christian Smiljanić [AT],urshifu-rapid-strike,Stellar,Unseen Fist
563,Christian Smiljanić [AT],tornadus-incarnate,Dark,Prankster
563,Christian Smiljanić [AT],Terapagos,Stellar,Tera Shift
563,Christian Smiljanić [AT],Incineroar,Ghost,Intimidate
563,Christian Smiljanić [AT],Rillaboom,Water,Grassy Surge
563,Christian Smiljanić [AT],Amoonguss,Water,Regenerator
564,Pablo Verástegui [PE],Miraidon,Fairy,Hadron Engine
564,Pablo Verástegui [PE],tornadus-incarnate,Ghost,Prankster
564,Pablo Verástegui [PE],Iron-Hands,Water,Quark Drive
564,Pablo Verástegui [PE],Iron-Leaves,Fire,Quark Drive
564,Pablo Verástegui [PE],Ditto,Normal,Imposter
564,Pablo Verástegui [PE],Farigiraf,Water,Armor Tail
565,Matthew Woodruff [US],Hatterene,Fire,Magic Bounce
565,Matthew Woodruff [US],indeedee-female,Grass,Psychic Surge
565,Matthew Woodruff [US],Raging-Bolt,Fairy,Protosynthesis
565,Matthew Woodruff [US],Annihilape,Fire,Defiant
565,Matthew Woodruff [US],calyrex-ice,Water,As One
565,Matthew Woodruff [US],Ursaluna,Ghost,Guts
566,Oliver Gausden [UK],Okidogi,Grass,Guard Dog
566,Oliver Gausden [UK],Whimsicott,Dark,Prankster
566,Oliver Gausden [UK],indeedee-female,Grass,Psychic Surge
566,Oliver Gausden [UK],Lunala,Grass,Shadow Shield
566,Oliver Gausden [UK],urshifu-rapid-strike,Ghost,Unseen Fist
566,Oliver Gausden [UK],Ursaluna,Ghost,Guts
567,Nicholas Bingham [AU],Miraidon,Fairy,Hadron Engine
567,Nicholas Bingham [AU],Grimmsnarl,Ghost,Prankster
567,Nicholas Bingham [AU],Volcarona,Grass,Flame Body
567,Nicholas Bingham [AU],urshifu-rapid-strike,Fire,Unseen Fist
567,Nicholas Bingham [AU],Kingambit,Poison,Defiant
567,Nicholas Bingham [AU],Iron-Hands,Water,Quark Drive
568,Raul Gioielli [BR],calyrex-shadow,Ghost,As One
568,Raul Gioielli [BR],Clefairy,Grass,Friend Guard
568,Raul Gioielli [BR],tornadus-incarnate,Dark,Prankster
568,Raul Gioielli [BR],Chi-Yu,Fire,Beads of Ruin
568,Raul Gioielli [BR],indeedee-female,Fairy,Psychic Surge
568,Raul Gioielli [BR],Mienshao,Fighting,Inner Focus
569,Montana Mott [US],calyrex-shadow,Dark,As One
569,Montana Mott [US],ogerpon-cornerstone-mask,Rock,Sturdy
569,Montana Mott [US],urshifu-rapid-strike,Stellar,Unseen Fist
569,Montana Mott [US],Raging-Bolt,Electric,Protosynthesis
569,Montana Mott [US],Rillaboom,Fire,Grassy Surge
569,Montana Mott [US],indeedee-female,Fairy,Psychic Surge
570,Dominik Gliatis [US],urshifu-rapid-strike,Grass,Unseen Fist
570,Dominik Gliatis [US],tornadus-incarnate,Dark,Prankster
570,Dominik Gliatis [US],Iron-Hands,Water,Quark Drive
570,Dominik Gliatis [US],Volcarona,Grass,Flame Body
570,Dominik Gliatis [US],Smeargle,Ghost,Own Tempo
570,Dominik Gliatis [US],calyrex-shadow,Ghost,As One
571,Joseph Cartin [US],Incineroar,Water,Intimidate
571,Joseph Cartin [US],Iron-Hands,Grass,Quark Drive
571,Joseph Cartin [US],urshifu-rapid-strike,Stellar,Unseen Fist
571,Joseph Cartin [US],Lunala,Fairy,Shadow Shield
571,Joseph Cartin [US],Ursaluna,Ghost,Guts
571,Joseph Cartin [US],Amoonguss,Water,Regenerator
572,Maurizio D'Andrea [IT],Rillaboom,Fire,Grassy Surge
572,Maurizio D'Andrea [IT],Annihilape,Grass,Defiant
572,Maurizio D'Andrea [IT],calyrex-ice,Fire,As One
572,Maurizio D'Andrea [IT],Raging-Bolt,Fairy,Protosynthesis
572,Maurizio D'Andrea [IT],Volcarona,Water,Flame Body
572,Maurizio D'Andrea [IT],Smeargle,Grass,Own Tempo
573,Hugo Mercado [CL],Torkoal,Fire,Drought
573,Hugo Mercado [CL],Ursaluna,Fairy,Guts
573,Hugo Mercado [CL],Armarouge,Grass,Flash Fire
573,Hugo Mercado [CL],calyrex-ice,Fire,As One
573,Hugo Mercado [CL],lilligant-hisui,Ghost,Chlorophyll
573,Hugo Mercado [CL],indeedee-female,Fairy,Psychic Surge
574,Michele Trevisan [IT],Flutter-Mane,Fairy,Protosynthesis
574,Michele Trevisan [IT],urshifu-single-strike,Dark,Unseen Fist
574,Michele Trevisan [IT],Volcarona,Water,Flame Body
574,Michele Trevisan [IT],ogerpon-wellspring-mask,Water,Water Absorb
574,Michele Trevisan [IT],Iron-Hands,Fairy,Quark Drive
574,Michele Trevisan [IT],Terapagos,Stellar,Tera Shift
575,Shota Hongu [JP],Amoonguss,Water,Regenerator
575,Shota Hongu [JP],calyrex-ice,Grass,As One
575,Shota Hongu [JP],Pelipper,Ghost,Drizzle
575,Shota Hongu [JP],urshifu-rapid-strike,Ghost,Unseen Fist
575,Shota Hongu [JP],Incineroar,Water,Intimidate
575,Shota Hongu [JP],Raging-Bolt,Electric,Protosynthesis
576,Adrien Hurley [US],Dondozo,Grass,Unaware
576,Adrien Hurley [US],calyrex-shadow,Dark,As One
576,Adrien Hurley [US],indeedee-female,Fairy,Psychic Surge
576,Adrien Hurley [US],Whimsicott,Dark,Prankster
576,Adrien Hurley [US],Iron-Hands,Grass,Quark Drive
576,Adrien Hurley [US],tatsugiri-droopy,Water,Commander
577,Qi Wei [US],Volcarona,Grass,Flame Body
577,Qi Wei [US],Amoonguss,Water,Regenerator
577,Qi Wei [US],urshifu-rapid-strike,Stellar,Unseen Fist
577,Qi Wei [US],Terapagos,Stellar,Tera Shift
577,Qi Wei [US],Flutter-Mane,Fairy,Protosynthesis
577,Qi Wei [US],Iron-Hands,Water,Quark Drive
578,Jorge Marti [ES],Raging-Bolt,Fairy,Protosynthesis
578,Jorge Marti [ES],Tsareena,Ice,Queenly Majesty
578,Jorge Marti [ES],Incineroar,Ghost,Intimidate
578,Jorge Marti [ES],Kyogre,Grass,Drizzle
578,Jorge Marti [ES],urshifu-rapid-strike,Water,Unseen Fist
578,Jorge Marti [ES],Rillaboom,Fire,Grassy Surge
579,Renzo-Lukas Hernández [CL],Miraidon,Fairy,Hadron Engine
579,Renzo-Lukas Hernández [CL],Farigiraf,Water,Armor Tail
579,Renzo-Lukas Hernández [CL],Iron-Hands,Grass,Quark Drive
579,Renzo-Lukas Hernández [CL],ogerpon-hearthflame-mask,Fire,Mold Breaker
579,Renzo-Lukas Hernández [CL],Whimsicott,Water,Prankster
579,Renzo-Lukas Hernández [CL],urshifu-single-strike,Dark,Unseen Fist
580,Patricio Ferreira [CL],thundurus-incarnate,Water,Prankster
580,Patricio Ferreira [CL],urshifu-rapid-strike,Water,Unseen Fist
580,Patricio Ferreira [CL],Incineroar,Ghost,Intimidate
580,Patricio Ferreira [CL],Pelipper,Grass,Drizzle
580,Patricio Ferreira [CL],calyrex-shadow,Fairy,As One
580,Patricio Ferreira [CL],Rillaboom,Grass,Grassy Surge
581,cristhian andrade [BR],ursaluna-bloodmoon,Normal,Mind’s Eye
581,cristhian andrade [BR],Entei,Normal,Inner Focus
581,cristhian andrade [BR],Whimsicott,Fire,Prankster
581,cristhian andrade [BR],Dondozo,Grass,Unaware
581,cristhian andrade [BR],tatsugiri-droopy,Stellar,Commander
581,cristhian andrade [BR],Miraidon,Fairy,Hadron Engine
582,Hiromichi Kozaki [JP],Ursaluna,Ghost,Guts
582,Hiromichi Kozaki [JP],Amoonguss,Steel,Regenerator
582,Hiromichi Kozaki [JP],calyrex-ice,Dragon,As One
582,Hiromichi Kozaki [JP],ogerpon-hearthflame-mask,Fire,Mold Breaker
582,Hiromichi Kozaki [JP],Chien-Pao,Ghost,Sword of Ruin
582,Hiromichi Kozaki [JP],urshifu-rapid-strike,Water,Unseen Fist
583,Luciano Muñoz Placencia [CL],Rillaboom,Poison,Grassy Surge
583,Luciano Muñoz Placencia [CL],Incineroar,Water,Intimidate
583,Luciano Muñoz Placencia [CL],urshifu-rapid-strike,Water,Unseen Fist
583,Luciano Muñoz Placencia [CL],calyrex-ice,Fire,As One
583,Luciano Muñoz Placencia [CL],Raging-Bolt,Electric,Protosynthesis
583,Luciano Muñoz Placencia [CL],Farigiraf,Grass,Armor Tail
584,Jose Mena [CR],ogerpon-cornerstone-mask,Rock,Sturdy
584,Jose Mena [CR],Volcarona,Grass,Flame Body
584,Jose Mena [CR],Ditto,Normal,Imposter
584,Jose Mena [CR],Farigiraf,Fairy,Armor Tail
584,Jose Mena [CR],Raging-Bolt,Electric,Protosynthesis
584,Jose Mena [CR],calyrex-ice,Water,As One
585,Armand Lefebvre [FR],Flutter-Mane,Fairy,Protosynthesis
585,Armand Lefebvre [FR],Terapagos,Stellar,Tera Shift
585,Armand Lefebvre [FR],Chi-Yu,Ghost,Beads of Ruin
585,Armand Lefebvre [FR],urshifu-rapid-strike,Water,Unseen Fist
585,Armand Lefebvre [FR],Grimmsnarl,Ghost,Prankster
585,Armand Lefebvre [FR],Iron-Hands,Grass,Quark Drive
586,Michael Hagan [AU],Raging-Bolt,Water,Protosynthesis
586,Michael Hagan [AU],Entei,Normal,Inner Focus
586,Michael Hagan [AU],Koraidon,Fire,Orichalcum Pulse
586,Michael Hagan [AU],Umbreon,Fairy,Inner Focus
586,Michael Hagan [AU],Flutter-Mane,Fairy,Protosynthesis
586,Michael Hagan [AU],Whimsicott,Dark,Prankster
587,Orlando Gomes Mariano [BR],Regidrago,Ghost,Dragon's Maw
587,Orlando Gomes Mariano [BR],indeedee-female,Fairy,Psychic Surge
587,Orlando Gomes Mariano [BR],Kyogre,Grass,Drizzle
587,Orlando Gomes Mariano [BR],landorus-incarnate,Water,Sheer Force
587,Orlando Gomes Mariano [BR],tornadus-incarnate,Steel,Prankster
587,Orlando Gomes Mariano [BR],ogerpon-wellspring-mask,Water,Water Absorb
588,Pierre Castro [EC],tornadus-incarnate,Steel,Prankster
588,Pierre Castro [EC],calyrex-shadow,Fairy,As One
588,Pierre Castro [EC],urshifu-rapid-strike,Ghost,Unseen Fist
588,Pierre Castro [EC],Clefairy,Grass,Friend Guard
588,Pierre Castro [EC],Rillaboom,Fire,Grassy Surge
588,Pierre Castro [EC],Chi-Yu,Water,Beads of Ruin
589,Shengyu Wang [CN],Raging-Bolt,Electric,Protosynthesis
589,Shengyu Wang [CN],urshifu-single-strike,Stellar,Unseen Fist
589,Shengyu Wang [CN],Amoonguss,Water,Regenerator
589,Shengyu Wang [CN],Rillaboom,Fire,Grassy Surge
589,Shengyu Wang [CN],Chi-Yu,Ghost,Beads of Ruin
589,Shengyu Wang [CN],calyrex-ice,Fire,As One
590,NienWei Li [TW],Iron-Crown,Normal,Quark Drive
590,NienWei Li [TW],indeedee-female,Fairy,Psychic Surge
590,NienWei Li [TW],Raging-Bolt,Electric,Protosynthesis
590,NienWei Li [TW],ogerpon-cornerstone-mask,Rock,Sturdy
590,NienWei Li [TW],Chi-Yu,Ghost,Beads of Ruin
590,NienWei Li [TW],Koraidon,Fire,Orichalcum Pulse
591,Juan Francisco Alcaraz Paterna [ES],Amoonguss,Fairy,Regenerator
591,Juan Francisco Alcaraz Paterna [ES],Flutter-Mane,Normal,Protosynthesis
591,Juan Francisco Alcaraz Paterna [ES],Zamazenta,Dragon,Dauntless Shield
591,Juan Francisco Alcaraz Paterna [ES],Rillaboom,Fire,Grassy Surge
591,Juan Francisco Alcaraz Paterna [ES],Chien-Pao,Ghost,Sword of Ruin
591,Juan Francisco Alcaraz Paterna [ES],urshifu-rapid-strike,Ghost,Unseen Fist
592,Daniel Saenz [PE],urshifu-single-strike,Poison,Unseen Fist
592,Daniel Saenz [PE],Smeargle,Grass,Technician
592,Daniel Saenz [PE],Ursaluna,Fairy,Guts
592,Daniel Saenz [PE],Lunala,Fairy,Shadow Shield
592,Daniel Saenz [PE],Clefairy,Grass,Friend Guard
592,Daniel Saenz [PE],Farigiraf,Water,Armor Tail
593,Olivia Moledzki [CA],Miraidon,Fairy,Hadron Engine
593,Olivia Moledzki [CA],Whimsicott,Fire,Prankster
593,Olivia Moledzki [CA],Chi-Yu,Fire,Beads of Ruin
593,Olivia Moledzki [CA],urshifu-single-strike,Dark,Unseen Fist
593,Olivia Moledzki [CA],Iron-Hands,Grass,Quark Drive
593,Olivia Moledzki [CA],Farigiraf,Water,Armor Tail
594,Andreas Zahn [DE],Iron-Hands,Water,Quark Drive
594,Andreas Zahn [DE],ogerpon-hearthflame-mask,Fire,Mold Breaker
594,Andreas Zahn [DE],Whimsicott,Dark,Prankster
594,Andreas Zahn [DE],Farigiraf,Ground,Armor Tail
594,Andreas Zahn [DE],ursaluna-bloodmoon,Normal,Mind’s Eye
594,Andreas Zahn [DE],Miraidon,Fairy,Hadron Engine
595,Nick Willems [US],tornadus-incarnate,Ghost,Prankster
595,Nick Willems [US],urshifu-rapid-strike,Water,Unseen Fist
595,Nick Willems [US],Electabuzz,Fairy,Vital Spirit
595,Nick Willems [US],Kyogre,Water,Drizzle
595,Nick Willems [US],Chien-Pao,Stellar,Sword of Ruin
595,Nick Willems [US],Tsareena,Ice,Queenly Majesty
596,Reynaldo Boles [AU],Koraidon,Fire,Orichalcum Pulse
596,Reynaldo Boles [AU],Umbreon,Fairy,Inner Focus
596,Reynaldo Boles [AU],Whimsicott,Dark,Prankster
596,Reynaldo Boles [AU],Flutter-Mane,Fairy,Protosynthesis
596,Reynaldo Boles [AU],Raging-Bolt,Fairy,Protosynthesis
596,Reynaldo Boles [AU],Entei,Normal,Inner Focus
597,Thomas Dervan [AU],Clefairy,Grass,Friend Guard
597,Thomas Dervan [AU],calyrex-shadow,Normal,As One
597,Thomas Dervan [AU],thundurus-incarnate,Dark,Prankster
597,Thomas Dervan [AU],Rillaboom,Fire,Grassy Surge
597,Thomas Dervan [AU],urshifu-rapid-strike,Water,Unseen Fist
597,Thomas Dervan [AU],Incineroar,Ghost,Intimidate
598,Alina Bezerra [BR],Pelipper,Ghost,Drizzle
598,Alina Bezerra [BR],Rillaboom,Ground,Grassy Surge
598,Alina Bezerra [BR],Iron-Hands,Grass,Quark Drive
598,Alina Bezerra [BR],Clefairy,Grass,Friend Guard
598,Alina Bezerra [BR],Incineroar,Ghost,Intimidate
598,Alina Bezerra [BR],calyrex-shadow,Fairy,As One
599,KOHEI ARIKI [MX],Sneasler,Dark,Unburden
599,KOHEI ARIKI [MX],ogerpon-hearthflame-mask,Fire,Mold Breaker
599,KOHEI ARIKI [MX],landorus-incarnate,Fairy,Sheer Force
599,KOHEI ARIKI [MX],Rillaboom,Fire,Grassy Surge
599,KOHEI ARIKI [MX],Terapagos,Stellar,Tera Shift
599,KOHEI ARIKI [MX],tornadus-incarnate,Steel,Prankster
600,Salvador Torres [SV],ursaluna-bloodmoon,Normal,Mind’s Eye
600,Salvador Torres [SV],Miraidon,Electric,Hadron Engine
600,Salvador Torres [SV],urshifu-rapid-strike,Water,Unseen Fist
600,Salvador Torres [SV],Farigiraf,Ground,Armor Tail
600,Salvador Torres [SV],Incineroar,Grass,Intimidate
600,Salvador Torres [SV],Whimsicott,Water,Prankster
601,Jeongbin Pak [US],urshifu-rapid-strike,Ghost,Unseen Fist
601,Jeongbin Pak [US],Incineroar,Water,Intimidate
601,Jeongbin Pak [US],Raging-Bolt,Fairy,Protosynthesis
601,Jeongbin Pak [US],calyrex-shadow,Grass,As One
601,Jeongbin Pak [US],Rillaboom,Fire,Grassy Surge
601,Jeongbin Pak [US],Smeargle,Ghost,Moody
602,Fran Martínez Pérez [ES],Groudon,Fire,Drought
602,Fran Martínez Pérez [ES],Flutter-Mane,Fairy,Protosynthesis
602,Fran Martínez Pérez [ES],Raging-Bolt,Electric,Protosynthesis
602,Fran Martínez Pérez [ES],Walking-Wake,Fire,Protosynthesis
602,Fran Martínez Pérez [ES],Brute-Bonnet,Fairy,Protosynthesis
602,Fran Martínez Pérez [ES],Chi-Yu,Ghost,Beads of Ruin
603,José Alejandro Montelongo Flores [MX],Rillaboom,Grass,Grassy Surge
603,José Alejandro Montelongo Flores [MX],Iron-Hands,Grass,Quark Drive
603,José Alejandro Montelongo Flores [MX],tatsugiri-curly,Dragon,Commander
603,José Alejandro Montelongo Flores [MX],Chien-Pao,Stellar,Sword of Ruin
603,José Alejandro Montelongo Flores [MX],Zamazenta,Dragon,Dauntless Shield
603,José Alejandro Montelongo Flores [MX],Dondozo,Grass,Water Veil
604,Avester Lau [SG],Rillaboom,Water,Grassy Surge
604,Avester Lau [SG],calyrex-ice,Fire,As One
604,Avester Lau [SG],Chandelure,Normal,Flash Fire
604,Avester Lau [SG],Raging-Bolt,Fairy,Protosynthesis
604,Avester Lau [SG],Grimmsnarl,Ghost,Prankster
604,Avester Lau [SG],ogerpon-cornerstone-mask,Rock,Sturdy
605,James Baek [US],Rillaboom,Normal,Grassy Surge
605,James Baek [US],Electabuzz,Fairy,Vital Spirit
605,James Baek [US],Annihilape,Grass,Defiant
605,James Baek [US],tornadus-incarnate,Flying,Prankster
605,James Baek [US],Kyogre,Water,Drizzle
605,James Baek [US],Tsareena,Fire,Queenly Majesty
606,Sam Pandelis [AU],Tsareena,Ice,Queenly Majesty
606,Sam Pandelis [AU],Rillaboom,Fire,Grassy Surge
606,Sam Pandelis [AU],urshifu-rapid-strike,Water,Unseen Fist
606,Sam Pandelis [AU],Kyogre,Grass,Drizzle
606,Sam Pandelis [AU],tornadus-incarnate,Steel,Prankster
606,Sam Pandelis [AU],Chien-Pao,Stellar,Sword of Ruin
607,Karl Akpovi [FR],urshifu-rapid-strike,Stellar,Unseen Fist
607,Karl Akpovi [FR],Raging-Bolt,Electric,Protosynthesis
607,Karl Akpovi [FR],calyrex-shadow,Fairy,As One
607,Karl Akpovi [FR],Rillaboom,Fire,Grassy Surge
607,Karl Akpovi [FR],Clefairy,Grass,Friend Guard
607,Karl Akpovi [FR],Incineroar,Ghost,Intimidate
608,Hippolyte Bernard [FR],Clefairy,Grass,Friend Guard
608,Hippolyte Bernard [FR],urshifu-rapid-strike,Ghost,Unseen Fist
608,Hippolyte Bernard [FR],calyrex-shadow,Fairy,As One
608,Hippolyte Bernard [FR],Smeargle,Ghost,Moody
608,Hippolyte Bernard [FR],Incineroar,Water,Intimidate
608,Hippolyte Bernard [FR],Rillaboom,Fire,Grassy Surge
609,Alister Sandover [AU],landorus-incarnate,Water,Sheer Force
609,Alister Sandover [AU],Whimsicott,Water,Prankster
609,Alister Sandover [AU],ogerpon-hearthflame-mask,Fire,Mold Breaker
609,Alister Sandover [AU],Iron-Hands,Water,Quark Drive
609,Alister Sandover [AU],Incineroar,Ghost,Intimidate
609,Alister Sandover [AU],Terapagos,Stellar,Tera Shift
610,Will Inabinet [US],Incineroar,Ghost,Intimidate
610,Will Inabinet [US],Zamazenta,Grass,Dauntless Shield
